-9.962264150943394, -0.8165991902834007
-8.30188679245283, -0.6518218623481782
-6.641509433962263, -0.4720647773279354
-4.981132075471699, -0.30728744939271246
-4.075471698113208, -0.17246963562753015
-2.566037735849058, -0.060121457489878294
-1.5094339622641542, 0.05971659919028349
0.30188679245282657, 0.23198380566801635
1.3584905660377373, 0.3443319838056682
3.169811320754718, 0.5016194331983808
4.679245283018865, 0.6514170040485829
5.735849056603769, 0.763765182186235
6.7924528301886795, 0.8836032388663968
